Internal ID;Name;PE  Rubro Estado Finan. Codigo;PE Rubro Estado Finan. Catalogo;PE Rubro Estado Finan. Reporte;PE Rubro Estado Finan. Totalizador;PE Rubro Estado Finan. Sub Codigos
1;(-) Provisiones para Creditos;1F0121;3;10;F;
2;(-) Provisiones para creditos directos;2F2306;3;9;F;
3;(Aumento) disminucion de cuentas por cobrar comerciales y otras cuentas por cobrar;3D0835;1;;F;
4;(Aumento) disminucion de cuentas por cobrar comerciales y otras cuentas por cobrar;3G0835;6;;F;
5;(Aumento) Disminucion de otros activos no financieros;3D0818;1;;F;
6;(Aumento) Disminucion de otros activos no financieros;3G0818;6;;F;
7;(Aumento) Disminucion en Activos Biologicos;3D0813;1;;F;
8;(Aumento) Disminucion en Activos Biologicos;3G0813;6;;F;
9;(Aumento) Disminucion en Inventarios;3D0804;1;;F;
10;(Aumento) Disminucion en Inventarios;3G0804;6;;F;
11;"(Ganancia) perdida en venta de inversiones financieras e inmuebles; inmuebles, muebles y equipos y operaciones discontinuas";3E0107;2;;F;
12;- Activos Financieros disponibles para la Venta;4C0120;7;;F;
13;- Activos Financieros disponibles para la Venta;4C0220;7;;F;
14;- Inmuebles, Maquinaria y Equipo;4C0208;7;;F;
15;- Inmuebles, Maquinaria y Equipo;4C0108;7;;F;
16;A valor Razonable con Cambios en Resultados;1E0115;2;10;F;
17;A Vencimiento;1E0216;2;10;F;
18;A Vencimiento;1E0117;2;10;F;
19;Acciones de Inversion;1C0703;7;10;F;
20;Acciones de Inversion;1D0703;1;10;F;
21;Acciones de Inversion;1G0703;6;10;F;
22;Acciones en Tesoreria;1E0812;2;10;F;
23;Acciones en Tesoreria;4C0114;7;;F;
24;Acciones en Tesoreria;4C0214;7;;F;
25;Acciones Propias en Cartera;1554;5;10;F;
26;Acciones Propias en Cartera;1F3314;3;10;F;
27;Acciones Propias en Cartera;1D0711;1;10;F;
28;Acciones Propias en Cartera;1G0711;6;10;F;
29;ACTIVO INTANGIBLE DISTINTO DE LA PLUSVALIA;1F1907;3;10;F;
30;Activo no Corrientes Mantenidos para la Venta (neto);1E0223;2;10;F;
31;Activo por Impuesto a la Renta  Diferido;1E0219;2;10;F;
32;Activo por Impuesto a la Renta Diferido;1A0221;4;10;F;
33;Activo por Impuesto a la Renta y Participaciones Diferidos;1C0207;7;10;F;
34;Activo por Reservas Tecnicas a cargo de reaseguradoras;1E0125;2;10;F;
35;Activos  Intangibles (neto);1C0206;7;10;F;
36;Activos  Intangibles (neto);1A0206;4;10;F;
37;Activos  intangibles distintos  de la plusvalia;1G0206;6;10;F;
38;Activos  intangibles distintos  de la plusvalia;1D0206;1;10;F;
39;Activos Biologicos;1D0112;1;10;F;
40;Activos Biologicos;1C0216;7;10;F;
41;Activos Biologicos;1G0112;6;10;F;
42;Activos Biologicos;1C0112;7;10;F;
43;Activos Biologicos;1D0216;1;10;F;
44;Activos Biologicos;1G0216;6;10;F;
45;Activos concedidos en custodia o garantia;0500;5;10;F;
46;Activos en titulizacion, neto;1T0104;7;10;F;
47;Activos en titulizacion, neto;1T0201;7;10;F;
48;Activos Financieros al Valor Razonable con cambios en Ganancias y Perdidas;1C0110;7;10;F;
49;Activos Financieros Disponibles para la Venta;5A0210;4;;F;
50;Activos Financieros Disponibles para la Venta;1C0111;7;10;F;
51;Activos Financieros Disponibles para la Venta;1C0213;7;10;F;
52;Activos Financieros Disponibles para la Venta;5A0110;4;;F;
53;Activos Financieros mantenidos hasta el Vencimiento;1C0116;7;10;F;
54;Activos Financieros mantenidos hasta el Vencimiento;1C0215;7;10;F;
55;Activos Intangibles (Neto);1E0208;2;10;F;
56;Activos Intangibles distintos de la Plusvalia;1124;5;10;F;
57;Activos no Corrientes mantenidos para la Venta;1C0115;7;10;F;
58;ACTIVOS NO CORRIENTES MANTENIDOS PARA LA VENTA;1F1917;3;10;F;
59;Activos no corrientes o grupos de activos mantenidas para la Venta;2217;5;9;F;
60;Activos no corrientes o grupos de activos mantenidas para la Venta;2220;5;9;F;
61;Activos no Corrientes o Grupos de Activos para su Disposicion Clasificados como Mantenidos para Distribuir a los Propietarios;1D0120;1;10;F;
62;Activos no Corrientes o Grupos de Activos para su Disposicion Clasificados como Mantenidos para Distribuir a los Propietarios;1G0120;6;10;F;
63;Activos no Corrientes o Grupos de Activos para su Disposicion Clasificados como Mantenidos para Distribuir a los Propietarios;1104;5;10;F;
64;Activos no corrientes o Grupos de Activos para su Disposicion Clasificados como Mantenidos para la Venta;1103;5;10;F;
65;Activos no Corrientes o Grupos de Activos para su Disposicion Clasificados como Mantenidos para la Venta;1D0119;1;10;F;
66;Activos no Corrientes o Grupos de Activos para su Disposicion Clasificados como Mantenidos para la Venta;1G0119;6;10;F;
67;Activos no Corrientes o Grupos de Activos para su Disposicion Clasificados como Mantenidos para la Venta o como Mantenidos para Distribuir a los Propietarios;1G0115;6;10;F;
68;Activos no Corrientes o Grupos de Activos para su Disposicion Clasificados como Mantenidos para la Venta o como Mantenidos para Distribuir a los Propietarios;1D0115;1;10;F;
69;Activos por Impuestos a las Ganancias;1G0117;6;10;F;
70;Activos por Impuestos a las Ganancias;1D0117;1;10;F;
71;Activos por Impuestos a las Ganancias;1097;5;10;F;
72;Activos por impuestos diferidos;1D0207;1;10;F;
73;Activos por impuestos diferidos;1G0207;6;10;F;
74;Activos por Impuestos Diferidos;1126;5;10;F;
75;Activos por Instrumentos Financieros Derivados;1C0108;7;10;F;
76;Activos por Instrumentos Financieros Derivados;1C0210;7;10;F;
77;Activos por Reservas Tecnicas a cargo de reaseguradores;1E0221;2;10;F;
78;Adeudos y Obligaciones con el Banco Central de Reserva del Per?;1F2402;3;10;F;
79;Adeudos y obligaciones con el Banco Central de Reserva del Per?;2F0429;3;9;F;
80;Adeudos y Obligaciones con Empresas del Exterior y Organismos Financieros Internacionales;1F2404;3;10;F;
81;Adeudos y Obligaciones con Empresas e instituciones financieras del  pais;1F2403;3;10;F;
82;Adeudos y Obligaciones con Instituciones Financieras del Exter. y Organ. Financ. Internac.;2F0414;3;9;F;
83;Adeudos y obligaciones del sistema financiero del pais;2F0430;3;9;F;
84;ADEUDOS Y OBLIGACIONES FINANCIERAS;1F2401;3;10;F;
85;Adeudos y obligaciones financieras;2F0404;3;9;F;
86;Adquisicion de Otras Participaciones en el Patrimonio;3D0323;1;;F;
87;Adquisicion de Otras Participaciones en el Patrimonio;3D0323;1;;F;
88;Adquisicion de Otras Participaciones en el Patrimonio;3G0323;6;;F;
89;Adquisicion de Otras Participaciones en el Patrimonio;3G0323;6;;F;
90;Ajuste de Reservas para Riesgos Catastroficos;2E0705;2;9;F;
91;Ajuste de reservas tecnicas;3E0110;2;;F;
92;Ajuste de Reservas Tecnicas de Primas Cedidas;2E0401;2;9;F;
93;Ajuste de Reservas Tecnicas de Primas de Seg. y Reaseg. Aceptado;2E0103;2;9;F;
94;Ajustes al patrimonio;1E0811;2;10;F;
95;Ajustes al Patrimonio;1F3312;3;10;F;
96;Ajustes al Patrimonio;1A0713;4;10;F;
97;Ajustes por cambios en politicas contables;4A0226;4;;F;
98;Ajustes por cambios en politicas contables;4A0126;4;;F;
99;Ajustes por cambios en politicas contables;4F0231;3;;F;
100;Ajustes por cambios en politicas contables;4F0131;3;;F;
101;Ajustes por cambios en politicas contables;4E0231;2;;F;
102;Ajustes por cambios en politicas contables;4E0131;2;;F;
103;Ajustes por correccion de errores;4E0132;2;;F;
104;Ajustes por correccion de errores;4E0232;2;;F;
105;Ajustes por correccion de errores;4F0132;3;;F;
106;Ajustes por correccion de errores;4A0127;4;;F;
107;Ajustes por correccion de errores;4F0232;3;;F;
108;Ajustes por correccion de errores;4A0227;4;;F;
109;Ajustes por disminuciones (incrementos) en cuentas por cobrar de origen comercial;5520;5;;F;
110;Ajustes por disminuciones (incrementos) en otras cuentas por cobrar derivadas de las actividades de operacion;5521;5;;F;
111;Ajustes por ganancias (perdidas) de valor razonable;5529;5;;F;
112;Ajustes por gastos de depreciacion y amortizacion;5524;5;;F;
113;Ajustes por incrementos (disminuciones) en cuentas por pagar de origen comercial;5522;5;;F;
114;Ajustes por incrementos (disminuciones) en otras cuentas por pagar derivadas de las actividades de operacion;5523;5;;F;
115;Ajustes por provisiones;5526;5;;F;
116;Ajustes por perdidas (ganancias) de moneda extranjera no realizadas;5527;5;;F;
117;Ajustes por perdidas (ganancias) por la disposicion de activos no corrientes;5531;5;;F;
118;Alquileres ganados;2T0102;7;9;F;
119;Amortizacion de Prestamos Bancarios Obtenidos;3A0315;4;;F;
120;Amortizacion de Prestamos de Vinculados;3A0321;4;;F;
121;Amortizacion o pago de Obligaciones Financieras;3C0315;7;;F;
122;Amortizacion o pago de Prestamos;3D0330;1;;F;
123;Amortizacion o pago de Prestamos;3G0330;6;;F;
124;Amortizacion o pago de Prestamos;3G0330;6;;F;
125;Amortizacion o pago de Prestamos;3D0330;1;;F;
126;Amortizacion o pago de Sobregiros Bancarios;3C0312;7;;F;
127;Ampliacion de Valores de Encaje;3A0220;4;;F;
128;Anotacion en Cuenta;1C1302;7;10;F;
129;Anotacion en Cuenta en Curso;1C1403;7;10;F;
130;Anticipos;1G0107;6;10;F;
131;Anticipos;1D0220;1;10;F;
132;Anticipos;1G0220;6;10;F;
133;Anticipos;1D0107;1;10;F;
134;Anticipos y Prestamos Concedidos a Terceros;3G0225;6;;F;
135;Anticipos y Prestamos Concedidos a Terceros;3D0225;1;;F;
136;Anticipos y Prestamos Concedidos a Terceros;3D0225;1;;F;
137;Anticipos y Prestamos Concedidos a Terceros;3G0225;6;;F;
138;Aportes adicionales;1T0702;7;10;F;
139;Arredamiento y posterior venta de esos activos;3G0117;6;;F;
140;Arredamiento y posterior venta de esos activos;3D0117;1;;F;
141;Asociadas y participaciones en negocios conjuntos;1F0134;3;10;F;
142;Aumento  neto (disminucion) en efectivo y equivalente de efectivo antes  del efecto de las variaciones en el tipo de cambio;3F1002;3;;F;
143;Aumento (Dism) del Efectivo y Equivalente de Efectivo Provenientes de Actividades de Financiacion;3A03ST;4;;T;
144;Aumento (Dism) del Efectivo y Equivalente de Efectivo Provenientes de Actividades de Financiacion;3C03ST;7;;T;
145;Aumento (Dism) Neto de Efectivo y Equivalente de Efectivo;3E0601;2;;F;
146;Aumento (disminucion) de cuentas por pagar comerciales y otras cuentas por pagar;3D0833;1;;F;
147;Aumento (disminucion) de cuentas por pagar comerciales y otras cuentas por pagar;3G0833;6;;F;
148;Aumento (Disminucion) de Otras Provisiones;3G0815;6;;F;
149;Aumento (Disminucion) de Otras Provisiones;3D0815;1;;F;
150;Aumento (Disminucion) de otros pasivos;3E0135;2;;F;
151;Aumento (Disminucion) de pasivos diferidos;3E0115;2;;F;
152;Aumento (Disminucion) de Provision por Beneficios a los Empleados;3D0829;1;;F;
153;Aumento (Disminucion) de Provision por Beneficios a los Empleados;3G0829;6;;F;
154;Aumento (Disminucion) del Efectivo y Equivalente de Efectivo Provenientes de Actividades de Inversion;3C02ST;7;;T;
155;Aumento (Disminucion) del Efectivo y Equivalente de Efectivo Provenientes de Actividades de Inversion;3A02ST;4;;T;
156;Aumento (Disminucion) del Efectivo y Equivalente de Efectivo Provenientes de Actividades de Operacion;3C01ST;7;;T;
157;Aumento (Disminucion) del Efectivo y Equivalente de Efectivo Provenientes de Actividades de Operacion;3A01ST;4;;T;
158;Aumento (Disminucion) Neto de Efectivo y Equivalente al Efectivo;3G0405;6;;F;
159;Aumento (Disminucion) Neto de Efectivo y Equivalente al Efectivo;3D0405;1;;F;
160;Aumento (Disminucion) Neto de Efectivo y Equivalente al Efectivo;3D0405;1;;F;
161;Aumento (Disminucion) Neto de Efectivo y Equivalente al Efectivo;3G0405;6;;F;
162;Aumento (Disminucion) Neto de Efectivo y Equivalente al Efectivo, antes de las Variaciones en las Tasas de Cambio;3D0401;1;;F;
163;Aumento (Disminucion) Neto de Efectivo y Equivalente al Efectivo, antes de las Variaciones en las Tasas de Cambio;3D0401;1;;F;
164;Aumento (Disminucion) Neto de Efectivo y Equivalente al Efectivo, antes de las Variaciones en las Tasas de Cambio;3G0401;6;;F;
165;Aumento (Disminucion) Neto de Efectivo y Equivalente al Efectivo, antes de las Variaciones en las Tasas de Cambio;3G0401;6;;F;
166;Aumento (Disminucion) Neto de Efectivo y Equivalente de Efectivo;3C0401;7;;F;
167;Aumento (Disminucion) Neto de Efectivo y Equivalente de Efectivo;3A0401;4;;F;
168;Aumento de obligaciones financieras;3E0508;2;;F;
169;Aumento de Sobregiros Bancarios;3C0307;7;;F;
170;Aumento neto (disminucion) de efectivo y equivalentes al efectivo;3F1001;3;;F;
171;Aumento neto (disminucion) en el efctivo y equivalente de efectivo antes del efecto de las variaciones en el tipo de cambio;3E0603;2;;F;
172;Banco Central de Reserva del Per?;1F0106;3;10;F;
173;Bancos y otras empresas del sistema financiero del pais;1F0107;3;10;F;
174;Bancos y otras instituciones financieras del exterior;1F0108;3;10;F;
175;Beneficios sociales a los trabajadores;1A0313;4;10;F;
176;Bienes  Recibidos en Pago y Adjudicados;1F1003;3;10;F;
177;Bienes Realizables;1F1002;3;10;F;
178;BIENES REALIZABLES RECIBIDOS EN PAGO, ADJUDICADOS;1F1001;3;10;F;
179;Bonos de reconocimiento entregados en custodia;1A0803;4;10;F;
180;B?sica por Accion de Inversion en Operaciones Continuadas;2G0906;6;9;F;
181;B?sica por Accion de Inversion en Operaciones Discontinuadas;2G0910;6;9;F;
182;B?sica por accion ordinaria en operaciones continuadas;2G0905;6;9;F;
183;B?sica por accion ordinaria en operaciones discontinuadas;2G0909;6;9;F;
184;Caja;1F0105;3;10;F;
185;Caja y bancos;1T0101;7;10;F;
186;Caja y Bancos;1C1101;7;10;F;
187;Cambios en el valor razonable de pasivos financieros atribuibles a cambios en el riesgo de credito del pasivo;5G0211;6;;F;
188;Cambios en el valor razonable de pasivos financieros atribuibles a cambios en el riesgo de credito del pasivo;5D0112;1;;F;
189;Cambios en el valor razonable de pasivos financieros atribuibles a cambios en el riesgo de credito del pasivo;2218;5;9;F;
190;Cambios en el valor razonable de pasivos financieros atribuibles a cambios en el riesgo de credito del pasivo;2221;5;9;F;
191;Cambios en el valor razonable de pasivos financieros atribuibles a cambios en el riesgo de credito del pasivo;5D0211;1;;F;
192;Cambios en el valor razonable de pasivos financieros atribuibles a cambios en el riesgo de credito del pasivo;5G0112;6;;F;
193;Cambios en las participaciones en la propiedad de subsidiarias que no resultan en perdida de control;3G0331;6;;F;
194;Cambios en las participaciones en la propiedad de subsidiarias que no resultan en perdida de control;3G0326;6;;F;
195;Cambios en las participaciones en la propiedad de subsidiarias que no resultan en perdida de control;3G0331;6;;F;
196;Cambios en las participaciones en la propiedad de subsidiarias que no resultan en perdida de control;3G0326;6;;F;
197;Cambios en las participaciones en la propiedad de subsidiarias que no resultan en perdida de control;3D0326;1;;F;
198;Cambios en las participaciones en la propiedad de subsidiarias que no resultan en perdida de control;3D0331;1;;F;
199;Cambios en las participaciones en la propiedad de subsidiarias que no resultan en perdida de control;3D0326;1;;F;
200;Cambios en las participaciones en la propiedad de subsidiarias que no resultan en perdida de control;3D0331;1;;F;
201;Cambios en Politicas Contables;4G0226;6;;F;
202;Cambios en Politicas Contables;4G0126;6;;F;
203;Cambios en Politicas Contables;4D0226;1;;F;
204;Cambios en Politicas Contables;4D0126;1;;F;
205;Canje;1F0104;3;10;F;
206;Capital;1A0701;4;10;F;
207;Capital;1C0701;7;10;F;
208;Capital Adicional;1A0702;4;10;F;
209;Capital Adicional;1C0702;7;10;F;
210;Capital Adicional;1E0802;2;10;F;
211;Capital adicional;1F3302;3;10;F;
212;Capital Emitido;1D0701;1;10;F;
213;Capital Emitido;1G0701;6;10;F;
214;Capital Emitido;1520;5;10;F;
215;Capital social;1F3301;3;10;F;
216;Capital Social;1E0801;2;10;F;
217;Capitalizacion de partidas patrimoniales;4C0209;7;;F;
218;Capitalizacion de partidas patrimoniales;4C0109;7;;F;
219;Cargas de personal;2A0317;4;9;F;
220;Cargas de Personal;2A0310;4;9;F;
221;Cargas diversas de gestion;2A0314;4;9;F;
222;Cargas diversas de gestion;2A0321;4;9;F;
223;CARTERA DE CREDITOS;1F0111;3;10;F;
224;Cartera de creditos directos;2F0212;3;9;F;
225;Cartera de Creditos en Cobranza Judicial;1F0119;3;10;F;
226;Cartera de Creditos Reestructurados;1F0116;3;10;F;
227;Cartera de Creditos Refinanciados;1F0117;3;10;F;
228;Cartera de Creditos Vencidos;1F0118;3;10;F;
229;Cartera de Creditos Vigentes;1F0115;3;10;F;
230;Coberturas de inversion neta de negocios en el extranjero;2222;5;9;F;
231;Coberturas de inversion neta de negocios en el extranjero;5G0208;6;;F;
232;Coberturas de inversion neta de negocios en el extranjero;5G0109;6;;F;
233;Coberturas de inversion neta de negocios en el extranjero;5D0208;1;;F;
234;Coberturas de inversion neta de negocios en el extranjero;5D0109;1;;F;
235;Coberturas de inversion neta de negocios en el extranjero;5F0205;3;;F;
236;Coberturas de inversion neta de negocios en el extranjero;5F0105;3;;F;
237;Coberturas de inversion neta de negocios en el extranjero;5E0205;2;;F;
238;Coberturas de inversion neta de negocios en el extranjero;5E0105;2;;F;
239;Coberturas de inversion neta de negocios en el extranjero;2219;5;9;F;
240;Coberturas del flujo de efectivo;5F0204;3;;F;
241;Coberturas del Flujo de Efectivo;5A0103;4;;F;
242;Coberturas del flujo de efectivo;5F0104;3;;F;
243;Coberturas del Flujo de Efectivo;2203;5;9;F;
244;Coberturas del Flujo de Efectivo;2225;5;9;F;
245;Coberturas del flujo de efectivo;5E0204;2;;F;
246;Coberturas del flujo de efectivo;5E0104;2;;F;
247;Coberturas del Flujo de Efectivo;5A0203;4;;F;
248;Cobranza de comisiones;3A0101;4;;F;
249;Cobros procedentes de contratos de futuro, a termino, de opciones y de permuta financiera;4539;5;;F;
250;Cobros procedentes de contratos de futuro, a termino, de opciones y de permuta financiera;4539;5;;F;
251;Cobros procedentes de contratos mantenidos con propositos de intermediacion o para negociar;4505;5;;F;
252;Cobros procedentes de cuotas, comisiones y otros ingresos de actividades ordinarias;4504;5;;F;
253;Cobros procedentes de la prestacion de servicios de intermediacion en el Mercado de Valores;4502;5;;F;
254;Cobros procedentes de la Venta de Valores Propios;4503;5;;F;
255;Cobros procedentes del reembolso de anticipos y prestamos concedidos a terceros;4537;5;;F;
256;Cobros procedentes del reembolso de anticipos y prestamos concedidos a terceros;4537;5;;F;
257;COMISIONES (NETAS);2E1007;2;9;F;
258;Comisiones de Primas Cedidas (netas);2E1003;2;9;F;
259;Comisiones Recibidas (neto);2A0101;4;9;F;
260;Comisiones sobre Primas de Seguros (netas);2E1001;2;9;F;
261;Comisiones sobre Reaseguro Aceptado (netas);2E1002;2;9;F;
262;Comisiones y otros cargos por adeudos y obligaciones financieras;2F0418;3;9;F;
263;Comisiones, Contribuciones y Aportaciones;1C1205;7;10;F;
264;Compensacion de Operaciones;1C1102;7;10;F;
265;Compra de Activos Intangibles;3G0207;6;;F;
266;Compra de Activos Intangibles;3D0207;1;;F;
267;Compra de Activos Intangibles;3G0207;6;;F;
268;Compra de Activos Intangibles;3D0207;1;;F;
269;Compra de Activos Intangibles;3E0406;2;;F;
270;Compra de Inmuebles, Maquinaria y Equipo;3C0206;7;;F;
271;Compra de Inmuebles, Muebles y Equipos;3E0405;2;;F;
272;Compra de Instrumentos Financieros de Patrimonio o Deuda de Otras Entidades;3D0205;1;;F;
273;Compra de Instrumentos Financieros de Patrimonio o Deuda de Otras Entidades;3G0205;6;;F;
274;Compra de Instrumentos Financieros de Patrimonio o Deuda de Otras Entidades;3G0205;6;;F;
275;Compra de Instrumentos Financieros de Patrimonio o Deuda de Otras Entidades;3D0205;1;;F;
276;Compra de Intangibles e Inmuebles, Maquinaria y Equipo;3A0206;4;;F;
277;Compra de Inversiones Financieras;3C0205;7;;F;
278;Compra de Inversiones Financieras e Inversiones en Inmuebles;3E0404;2;;F;
279;Compra de Inversiones Inmobiliarias;3C0214;7;;F;
280;Compra de otros activos;3E0429;2;;F;
281;Compra de Otros Activos de largo plazo;3D0229;1;;F;
282;Compra de Otros Activos de largo plazo;3G0229;6;;F;
283;Compra de Otros Activos de largo plazo;3G0229;6;;F;
284;Compra de Otros Activos de largo plazo;3D0229;1;;F;
285;Compra de Participaciones en Negocios Conjuntos,  Neto del Efectivo Adquirido;3D0227;1;;F;
286;Compra de Participaciones en Negocios Conjuntos,  Neto del Efectivo Adquirido;3D0227;1;;F;
287;Compra de Participaciones en Negocios Conjuntos,  Neto del Efectivo Adquirido;3G0227;6;;F;
288;Compra de Participaciones en Negocios Conjuntos,  Neto del Efectivo Adquirido;3G0227;6;;F;
289;Compra de Propiedades, Planta  y Equipo;3D0206;1;;F;
290;Compra de Propiedades, Planta  y Equipo;3G0206;6;;F;
291;Compra de Propiedades, Planta  y Equipo;3D0206;1;;F;
292;Compra de Propiedades, Planta  y Equipo;3G0206;6;;F;
293;Compra de Subsidiarias y otras Unidades de Negocios;3C0219;7;;F;
294;Compra de Subsidiarias, Neto del Efectivo Adquirido;3G0219;6;;F;
295;Compra de Subsidiarias, Neto del Efectivo Adquirido;3D0219;1;;F;
296;Compra de Subsidiarias, Neto del Efectivo Adquirido;3D0219;1;;F;
297;Compra de Subsidiarias, Neto del Efectivo Adquirido;3G0219;6;;F;
298;Compra de Valores;3A0205;4;;F;
299;Compra y desarrollo de Activos Intangibles;3C0207;7;;F;
300;Compras de activos intangibles;4533;5;;F;
301;Compras de activos intangibles;4533;5;;F;
302;Compras de otros activos a largo plazo;4535;5;;F;
303;Compras de otros activos a largo plazo;4535;5;;F;
304;Compras de propiedades, planta y equipo;4531;5;;F;
305;Compras de propiedades, planta y equipo;4531;5;;F;
306;Compras de Suministros;2A0309;4;9;F;
307;Compras de suministros;2A0316;4;9;F;
308;Contingencias;1T0601;7;10;F;
309;CONTINGENTES DEUDORAS;1F3401;3;10;F;
310;CONTRACUENTA DE CUENTAS DE ORDEN ACREEDORAS;1F3403;3;10;F;
311;Contratos Derivados (futuro, a termino, opciones);3G0226;6;;F;
312;Contratos Derivados (futuro, a termino, opciones);3G0221;6;;F;
313;Contratos Derivados (futuro, a termino, opciones);3G0226;6;;F;
314;Contratos Derivados (futuro, a termino, opciones);3G0221;6;;F;
315;Contratos Derivados (futuro, a termino, opciones);3D0226;1;;F;
316;Contratos Derivados (futuro, a termino, opciones);3D0221;1;;F;
317;Contratos Derivados (futuro, a termino, opciones);3D0226;1;;F;
318;Contratos Derivados (futuro, a termino, opciones);3D0221;1;;F;
319;Contratos mantenidos con proposito de intermediacion o para negociar;3G0110;6;;F;
320;Contratos mantenidos con proposito de intermediacion o para negociar;3D0110;1;;F;
321;Contratos mantenidos con proposito de intermediacion o para negociar;3D0118;1;;F;
322;Contratos mantenidos con proposito de intermediacion o para negociar;3G0118;6;;F;
323;Control de cartas de fianza;1A0901;4;10;F;
324;Control de cheques recibidos de compa?ia de seguros;1A0805;4;10;F;
325;Control de creditos a favor no utilizados;1T0804;7;10;F;
326;Control de Operaciones de compra con liquidacion a plazo;0601;5;10;F;
327;Control de Operaciones de compra con liquidaci¢n a plazo;0192;5;10;F;
328;Control de Operaciones de venta con liquidacion a plazo;0506;5;10;F;
329;Control de Operaciones de venta con liquidaci¢n a plazo;0193;5;10;F;
330;Control de Responsabilidad por garantias y avales otorgados;0606;5;10;F;
331;Control de valores y bienes entregados en custodia;1T0802;7;10;F;
332;Control de valores y bienes entregados en garantia;1T0801;7;10;F;
333;Control por Activos concedidos en custodia o garantia;0501;5;10;F;
334;Control por M?rgenes de Garant¡a de Operaciones de compra a Plazos Garantia de Efectivo;0401;5;10;F;
335;Conversion a moneda de presentacion;4C0224;7;;F;
336;Conversion a moneda de presentacion;4C0124;7;;F;
337;Correccion de Errores;4G0127;6;;F;
338;Correccion de Errores;4G0227;6;;F;
339;Correccion de Errores;4D0227;1;;F;
340;Correccion de Errores;4D0127;1;;F;
341;Costo de enajenacion de inversiones financieros;2050;5;9;F;
342;Costo de servicio;2T0201;7;9;F;
343;Costo de venta y servicios en el Mercado de Valores;2041;5;9;F;
344;Costo de Ventas;2D0201;1;9;F;
345;Costo de Ventas;2G0201;6;9;F;
346;Costo neto de venta de activos titulizados;2T0203;7;9;F;
347;Costo neto de venta de valores;2T0304;7;9;F;
348;Creditos;3F0418;3;;F;
349;Credito Mercantil;1C0212;7;10;F;
350;Creditos a favor no utilizados;1T0304;7;10;F;
351;Cuentas Contingentes Acreedoras;1E1202;2;10;F;
352;Cuentas Contingentes Acreedoras por Contra;1E1102;2;10;F;
353;Cuentas Corrientes con saldo acreedor por operaciones de cuenta propia;0503;5;10;F;
354;Cuentas Corrientes con saldo deudor por operaciones de cuenta propia;0504;5;10;F;
355;Cuentas corrientes de clientes con saldos acreedores;0121;5;10;F;
356;Cuentas corrientes de clientes con saldos deudores;0120;5;10;F;
357;Cuentas de Orden Acreedoras;1E1204;2;10;F;
358;Cuentas de Orden Acreedoras por Contra;1E1104;2;10;F;
359;CUENTAS DE ORDEN DEUDORAS;1F3402;3;10;F;
360;Cuentas de Orden Deudoras;1E1103;2;10;F;
361;Cuentas de Orden Deudoras por Contra;1E1203;2;10;F;
362;Cuentas por cobrar;1T0103;7;10;F;
363;Cuentas por cobrar;2F0213;3;9;F;
364;CUENTAS POR COBRAR;1F0112;3;10;F;
365;Cuentas por cobrar a entidades relacionadas;1095;5;10;F;
366;Cuentas por cobrar a Entidades Relacionadas;1050;5;10;F;
367;Cuentas por Cobrar a Entidades Relacionadas;1D0104;1;10;F;
368;Cuentas por Cobrar a Entidades Relacionadas;1D0202;1;10;F;
369;Cuentas por Cobrar a Entidades Relacionadas;1G0202;6;10;F;
370;Cuentas por Cobrar a Entidades Relacionadas;1G0104;6;10;F;
371;Cuentas por Cobrar a Partes Relacionadas;1C0202;7;10;F;
372;Cuentas por Cobrar a Partes Relacionadas;1C0104;7;10;F;
373;Cuentas por Cobrar a Participantes;1C1103;7;10;F;
374;Cuentas por cobrar a reaseguradores y coaseguradores;3E0213;2;;F;
375;Cuentas por Cobrar a Reaseguradores y Coaseguradores (neto);1E0109;2;10;F;
376;Cuentas por Cobrar a vinculadas;1A0104;4;10;F;
377;Cuentas por Cobrar a vinculadas (neto);1A0202;4;10;F;
378;Cuentas por Cobrar Comerciales;1G0201;6;10;F;
379;Cuentas por Cobrar Comerciales;1D0201;1;10;F;
380;Cuentas por Cobrar Comerciales;1C0201;7;10;F;
381;Cuentas por Cobrar Comerciales (neto);1A0103;4;10;F;
382;Cuentas por Cobrar Comerciales (neto);1D0103;1;10;F;
383;Cuentas por Cobrar Comerciales (neto);1G0103;6;10;F;
384;Cuentas por Cobrar Comerciales (neto);1C0103;7;10;F;
385;Cuentas por cobrar comerciales y otras cuentas por cobrar;1G0121;6;10;F;
386;Cuentas por cobrar comerciales y otras cuentas por cobrar;1G0219;6;10;F;
387;Cuentas por cobrar comerciales y otras cuentas por cobrar;1D0121;1;10;F;
388;Cuentas por cobrar comerciales y otras cuentas por cobrar;1D0219;1;10;F;
389;Cuentas por Cobrar Comerciales, neto;1030;5;10;F;
390;Cuentas por cobrar diversas;3E0205;2;;F;
391;Cuentas por Cobrar Diversas (neto);1E0107;2;10;F;
392;Cuentas por cobrar por liquidaci¢n de operaciones;0130;5;10;F;
393;Cuentas por Cobrar por Macro-coberturas;1E0122;2;10;F;
394;Cuentas por cobrar por operaciones de seguros;3E0201;2;;F;
395;Cuentas por Cobrar por Operaciones de Seguros (neto);1E0103;2;10;F;
396;Cuentas por cobrar por operaciones sujetas a riesgo crediticio;3E0202;2;;F;
397;Cuentas por Cobrar por Operaciones Sujetas a Riesgo Crediticio (neto);1E0104;2;10;F;
